JournalID,JournalTitle,Publisher,eissn,pissn,additionalIssns
374373,Ukrainian Journal of Forest and Wood Science,National University of Life and Environmental Sciences of Ukraine,2664-4460,2664-4452,
374375,Biodiversity Research and Conservation,Adam Mickiewicz University Poznan,2080-945X,1897-2810,
374624,International Journal of Learning Analytics and Artificial Intelligence for Education (iJAI),International Association of Online Engineering,2706-7564,,
374631,Journal of Technology and Exploitation in Mechanical Engineering,Politechnika Lubelska,2451-148X,,
374647,Jurnal Ilmiah Ibnu Sina (JIIS) Ilmu Farmasi dan Kesehatan,Sekolah Tinggi Ilmu Kesehatan ISFI Banjarmasin,2503-1902,2502-647X,
374660,Nordicum-Mediterraneum,The National and University Library of Iceland,1670-6242,1670-6242,
374667,Jurnal Cakrawala Pendas,Universitas Majalengka,2579-4442,2442-7470,
374750,Sasambo Jurnal Abdimas (Journal of Community Service),Lembaga Penelitian dan Pemberdayaan Masyarakat - LITPAM,2686-519X,,
374945,Public Health of Indonesia,Indonesian Public Health Association,2477-1570,2528-1542,
374994,Journal of Humanitarian Engineering,Engineers Without Borders Australia,,2200-4904,
375089,Debates en Sociología,Sistema de Bibliotecas PUCP,2304-4284,0254-9220,
375136,Journal of the Egyptian National Cancer Institute,Springer (Biomed Central Ltd.),2589-0409,,
375140,The International Arab Journal of Information Technology,Zarqa University,2309-4524,1683-3198,
375303,Jurnal Organisasi dan Manajemen,Universitas Terbuka,2442-9155,2085-9686,
375386,Jurnal Ekonomi Manajemen Sistem Informasi,Yayasan Dharma Indonesia Tercinta (Dinasti),2686-5238,2686-4916,
375432,SA Heart,Stellenbosch University -SA Heart Journal,1996-6741,1996-6741,2071-4602
375481,Valahian Journal of Economic Studies,De Gruyter Poland Sp. z o.o.,2344-4924,,
375488,Capillarity,Yandy Scientific Press,2652-3310,2709-2119,
375499,Ore and Energy Resource Geology,Elsevier,,2666-2612,
375589,Journal of Indonesian Social Sciences and Humanities,Indonesian Institute of Sciences,2656-7512,1979-8431,
375631,SPORT AND SOCIETY,"Faculty of Physical Education and Sports, Alexandru Ioan Cuza - University of IASI, Romania",2344-3693,1582-2168,
375716,Revista Venezolana de Gerencia,"Revista Venezolana de Gerencia (RVG), Universidad del Zulia",1315-9984,1315-9984,2477-9423
375763,Investigación Administrativa,Instituto Politecnico Nacional,2448-7678,1870-6614,
375765,International Journal of Language and Literary Studies,"Tawasul International Centre for Publishing, Research and Dialogue",2704-7156,2704-5528,
375766,Universidades,Union de Universidades de America Latina y el Caribe,2007-5340,0041-8935,
375778,Maraji Jurnal Ilmu Keislaman,Koordinatorat Perguruan Tinggi Keagamaan Islam Swasta Wilayah IV Surabaya,2442-8914,2406-7636,
375817,Sir Syed Journal of Education & Social Research (SJESR),Sir Syed College of Education,2706-6525,2706-8285,
375873,Bulletin of Nizhnevartovsk State University,Nizhnevartovsk State University,2311-4444,2311-1402,2686-8784
375988,Sciences Eaux & Territoires,Universite de Bordeaux,1775-3783,2109-3016,
376016,Revista Paranaense de Educação matemática,Universidade Estadual do Parana - Unespar,2238-5800,,
376067,Revista Arquitectura +,Latin America Journals Online,2518-2943,,
376076,Sustainable Marine Structures,Nan Yang Academy of Sciences Pte Ltd,2661-3158,,
376140,Psicanálise & Barroco em Revista,Universidade Federal do Estado do Rio de Janeiro UNIRIO,1679-9887,,
376152,Jurnal Elektro dan Mesin Terapan,Politeknik Caltex Riau,2460-5263,2443-4167,
376158,The Journal of Animal and Plant Sciences,Pakistan Agricultural Scientists Forum,2309-8694,1018-7081,
376246,Jurnal Pengembangan Rekayasa dan Teknologi,Universitas Semarang,2580-8850,1410-9840,
376252,Turkish Journal of Child and Adolescent Mental Health,Galenos Yayinevi,2687-3532,,
376280,Scholarly Assessment Reports,Levy Library Press,2689-5870,,
376342,INFORMAL Informatics Journal,UPT Penerbitan Universitas Jember,2503-250X,,
376357,"""The Annals of """"Dunarea de Jos"""" University of Galati Fascicle XV Physical Education and Sport Management""",Universitatea Dunarea de Jos din Galati,2344-4584,1454-9832,
376400,Advances in Chemical Research,LIDSEN Publishing Inc,,2692-0344,
376424,Frontiers in Health Informatics,"Farname, Inc.",2676-7104,,
376463,Joyful Learning Journal,Universitas Negeri Semarang,2775-295X,2252-6366,
376508,Gerais Revista Interinstitucional de Psicologia,Gerais: Revista Interinstitucional de Psicologia,1983-8220,,
376732,Scandinavian Studies in Language,Det Kgl. Bibliotek/Royal Danish Library,1904-7843,,
376743,Intus - Legere Historia,Universidad Adolfo Ibanez,0719-8949,0718-5456,
376747,Petróleo Royalties e Região,"Petroleo, Royalties e Regiao",1980-6310,,
376913,Revista de Ciencia y Tecnología,Universidad Nacional de Misiones,1851-7587,0329-8922,
376931,Товарознавчий вісник,Economic Forum and Tovaroznavchiy visnik (Scientific Journals Publishing House),3041-1432,2310-5283,
376955,Journal of the International Child Neurology Association,The International Child Neurology Association (ICNA),2410-6410,,
377024,Temas Americanistas,Editorial Universidad de Sevilla,1988-7868,0212-4408,
377092,Timisoara Physical Education and Rehabilitation Journal,Walter de Gruyter GmbH,2199-6040,,
377098,BRAIN - Broad Research in Artificial Intelligence and Neuroscience,Asociatia EduSoft,2067-3957,2068-0473,
377183,Nordisk kulturpolitisk tidsskrift,Scandinavian University Press / Universitetsforlaget AS,2000-8325,,
377184,"""Analele Universităţii """"Dunărea de Jos"""" din Galaţi Fascicula XIX Istorie""",Universitatea Dunarea de Jos din Galati,2344-472X,1583-7181,
377223,Análisis Filosófico,Instituto de Investigaciones Filosóficas,1851-9636,0326-1301,
377468,Trabalho & Educação,Universidade Federal de Minas Gerais - Pro-Reitoria de Pesquisa,2238-037X,1516-9537,
377535,Pakistan Journal of Ophthalmology,Ophthalmological Society of Pakistan,2789-4347,0886-3067,
377564,Journal of Education Culture and Society,Foundation Pro Scientia Publica,2081-1640,2081-1640,
377783,International Journal of Chemistry Research,Innovare Academic Sciences,0976-5689,,
377842,Healthy-Mu Journal,LP2M - UM Banjarmasin,2597-3851,,
377871,Jurnal Matematika Sains Dan Teknologi,Universitas Terbuka,2442-9147,1411-1934,
377900,Jurnal Fuaduna Jurnal Kajian Keagamaan dan Kemasyarakatan,IAIN Bukittinggi,2614-8129,2614-8137,
378168,BRQ Business Research Quarterly,SAGE Publications,2340-9444,2340-9444,
378192,CytoJournal,Scientific Scholar,0974-5963,0974-5963,1742-6413
378196,Revue du droit des religions,OpenEdition,2534-7462,2493-8637,
378264,Clinical Spectroscopy,Elsevier,,2666-0547,
378266,Organs-on-a-Chip,Elsevier,,2666-1020,
378307,Journal of Computational Design and Engineering,Oxford University Press,2288-5048,,
378393,Jurnal Keamanan Nasional,Universitas Bhayangkara Jakarta Raya,2579-7727,2442-7985,
378585,EPISTEMUS,Epistemus,2007-8196,2007-4530,
378674,Journal of Shahrekord University of Medical Sciences,Maad Rayan Publishing Company,2228-7469,1735-1448,
378689,Indonesian Journal of Guidance and Counseling Theory and Application,Universitas Negeri Semarang,2597-6133,2252-6374,
378770,Cerebral Cortex Communications,Oxford University Press,2632-7376,,
378859,Revista de Letras,Portal de Periodicos da UFC,2358-4793,0101-8051,
378899,Eksergi,Politeknik Negeri Semarang,2528-6889,0216-8685,
378914,Integrative Journal of Medical Sciences,Mediterranean BioMedical Journals,2658-8218,,
378951,ESPACIOS EN BLANCO Revista de educación,Espacios en Blanco (EB),2313-9927,1515-9485,
378957,Agro Bali Agricultural Journal,Universitas Panji Sakti,2655-853X,,
379006,Digital Education Review,Edicions de la Universitat de Barcelona,2013-9144,,
379050,La Aljaba,Universidad Nacional de La Pampa,1669-5704,0328-6169,
379080,Ревија за социјална политика/Journal of Social Policy,"Revija za socijalna politika, Faculty of Philosophy, Ss. Cyril and Methodius Skopje",1857-6052,1857-6052,1857-8977
379096,BIO-INOVED Jurnal Biologi-Inovasi Pendidikan,"Center for Journal Management and Publication, Lambung Mangkurat University",2714-9803,2684-9062,
379106,International Journal of Zakat,BAZNAS Center of Strategic Studies,2541-1411,2548-2335,
379119,Armenian Journal of Special Education,Armenian State Pedagogical University after Khacatur Abovyan,2953-7886,2579-2881,
379134,International Journal of Difference Equations,Research India Publications,0974-1828,0973-6069,
379169,RECAI Revista de Estudios en Contaduría Administración e Informática,Universidad Autonoma del Estado de Mexico,2007-5278,,
379190,Semen,OpenEdition,1957-780X,0761-2990,
379200,ЕтноАнтропоЗум/EthnoAnthropoZoom,"EthnoAnthropoZoom, Ss.Cyril and Methodius University, Skopje",1857-968X,1409-939X,
379269,SJME (Supremum Journal of Mathematics Education),LPPM Universitas Singaperbangsa Karawang - Research Department in Indonesia University,2548-8163,2549-3639,
379286,Environmental Medicine,Institute of Rural Health,2084-6312,1505-7054,
379302,Journal of University Medical & Dental College,The University of Faisalabad,2310-5542,2221-7827,
379341,Law and World,European University Institute of Law,2587-5043,2346-7916,
379344,Journal of Electronic Science and Technology,Elsevier,,1674-862X,
379367,JENIUS (Jurnal Ilmiah Manajemen Sumber Daya Manusia),Universitas Pamulang,2598-9502,2581-2769,
379471,Bucharest Working Papers in Linguistics,Universitate din Bucuresti (University of Bucharest),2392-8093,2069-9239,
379614,Bulletin of the Geological Society of Denmark,Geological Society of Denmark,2245-7070,2245-7070,
379668,Revista de la Escuela Superior de Guerra Naval,Escuela Superior de Guerra Naval,2706-5928,2309-8937,
379736,Ecologica Montenegrina,Institute for Biodiversity and Ecology,2336-9744,2337-0173,
379743,Optica Applicata,Politechnika Wroclawska Oficyna Wydawnicza,1899-7015,0078-5466,
379777,eJournal of Education Policy,Northern Arizona University College of Education,2158-9232,,
379793,National Journal of Community Medicine,Medsci Publications,2229-6816,0976-3325,
379873,Journal of Management and Science,Eleyon Publishers,2250-1819,2249-1260,
379888,Journal La Sociale,Newinera Publisher,2721-0847,2721-0960,
379897,Tesis Psicológica,Fundacion Universitaria Los Libertadores,2422-0450,1909-8391,
379936,Revista Uruguaya de cardiología,Revista Uruguaya de Cardiologia,1688-0420,,
379940,Trends in Psychology,Springer-Verlag,2358-1883,,
380139,Journal of Pedagogical Sociology and Psychology,Journal of Pedagogical Research,2687-3788,2687-3788,
380159,CFD letters,Akademia Baru Publishing,2180-1363,,
380184,The Electronic Journal of Business Research Methods,Academic Conferences International Ltd,1477-7029,,
380299,Revista Digital de Postgrado,Revista Digital de Postgrado (Saber CDCH-UCV),2244-761X,,
380320,FALASIFA Jurnal Studi Keislaman,Universitas Al-Falah As-Sunniyah Kencong Jember,2527-8711,2085-3815,
380397,Uluslararası Dil Edebiyat ve Kültür Araştırmaları Dergisi,"Uluslararasi Dil, Edebiyat ve Kultur Arastirmalari Dergisi",2667-4262,,
380518,Revista de Investigación en Educación,University of Vigo,2172-3427,1697-5200,
380523,Didáctica Geográfica,Asociacion Espanola de Geografia,2174-6451,0210-492X,
381677,Ingenierias,Universidad Autonoma de Nuevo Leon,,1405-0676,
383118,Acrocephalus,Walter de Gruyter GmbH,2199-6067,,
384119,International Journal of Environmental Sustainability and Social Science,PT Keberlanjutan Strategis Indonesia,2721-0871,2720-9644,
384201,Electronic Melbourne Art Journal,Index Journal,1835-6656,,
384377,Amsterdam Law Forum,"Faculty of Law, Vrije Universiteit Amsterdam",1876-8156,,
385377,Jurnal Pendidikan Bahasa dan Sastra Indonesia,Universitas Negeri Semarang,2503-3476,2252-6722,
386197,Journal of Orthopaedics and Spine,Scientific Scholar,2772-4409,2666-7150,
387797,Economic Consultant,Economic Consultant,2686-9012,,
387917,Revista Latina de Comunicación Social,Revista Latina de Comunicacion Social,1138-5820,,
389137,Graphics and Visual Computing,Elsevier,,2666-6294,
390317,International Journal of Pharma Sciences and Research,ENGG Journals Publications,0975-9492,,
390357,Percurso,Conselho Nacional de Pesquisa e Pos-Graduacao em Direito - CONPEDI,2316-7521,,
390612,Journal of Life and Bio Sciences Research,Interdisciplinary Publishing Academia,2708-1818,,
390638,Webology,NeuroQuantology Journal,1735-188X,1735-188X,
390835,Research in Educational Policy and Management,OpenEd Network,2691-0667,,
390839,Research in Social Sciences and Technology,OpenEd Network,2468-6891,,
390845,Journal of the Saudi Heart Association,Saudi Heart Association,2212-5043,,
390852,Journal of Curriculum Studies Research,OpenEd Network,2690-2788,,
390889,Magyar Nyelvőr,Magyar Nyelvor,1585-4515,0025-0236,
390892,Journal of Culture and Values in Education,OpenEd Network,2590-342X,,
390899,Research and Science Today,Marcau Flavius Cristian,2285-9632,2247-4455,2344-0007
390905,Journal of the Foot & Ankle,Associacao Brasileira de Medicina e Cirurgia do Tornozelo e Pe (ABTPe),2595-1459,2595-1467,
390984,Revista chilena de estudios medievales,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),0719-689X,,
391018,Network and Systems Medicine,Mary Ann Liebert,2690-5949,,
391137,REVISTA LATINOAMERICANA DE FILOSOFÍA,Instituto de Investigaciones Filosóficas,1852-7353,0325-0725,
391327,International Journal of Research in Pharmaceutical and Nano Sciences,Uptodate Research Publication,2319-9563,,
391359,ComHumanitas revista científica de comunicación,Universidad de Los Hemisferios,1390-776X,1390-776X,
391408,FOREIGN AFFAIRS,Scientific Journals,2663-2675,2663-2683,
391651,Advances in Technology Innovation,Taiwan Association of Engineering and Technology Innovation,2518-2994,2415-0436,
391652,IOP SciNotes,IOP Publishing,2633-1357,,
391697,Journal of Medical Education,Brieflands,1735-4005,1735-3998,
391762,Nacameh,Universidad Autonoma Metropolitana,,2007-0373,
391770,Dilemas - Revista de Estudos de Conflito e Controle Social,Editora Cubo,2178-2792,1983-5922,
391866,Journal of Analytic Divinity,Ozcan Gungor,2602-3792,,
391874,Jurnal Pengabdian Dharma Laksana,Universitas Pamulang,2621-7147,2621-7155,
391879,Jurnal Ekonomi Efektif,Universitas Pamulang,2622-9935,2622-8882,
391884,Tourism and Sustainable Development Review,Research Synergy Foundation,2722-2152,2722-2160,
391891,Актуальные вопросы пожарной безопасности,FGBU VNIIPO of EMERCOM of Russia,2686-8075,,
391904,Koomesh Journal,CMV Verlag,,1608-7046,
391937,Journal of Research in Engineering and Applied Sciences,Yeshwantrao Chavan College of Engineering,2456-6403,2456-6411,
391961,Results in Geochemistry,Elsevier,,2666-2779,
391988,Jurnal Teknologi Pangan dan Hasil Pertanian,Universitas Semarang,2580-846X,1693-9115,
391998,International Journal of Engineering and Technology Innovation,Taiwan Association of Engineering and Technology Innovation,2226-809X,2223-5329,
392037,Lingua Montenegrina,Faculty of Montenegrin Language and Literature,2704-5277,1800-7007,
392061,Estudios Socioterritoriales Revista de Geografía,Estudios Socioterritoriales. Revista de Geografia,1853-4392,,
392081,Integrated Science Education Journal,Cahaya Ilmu Cendekia,2716-1609,2716-3725,
392090,Hiperboreea,The Pennsylvania State University Press,2284-5666,2688-8211,
392185,International Journal of Engineering Sciences & Research Technology,Influential Scholarly Research Publication,2277-9655,,
392188,Integrated Healthcare Journal,Portico,2399-5351,2399-5351,
392211,Journal of Food and Drug Analysis,"The Journal of Food and Drug Analysis (JFDA), Food and Drug Administration, Taiwan (TFDA)",2224-6614,,
392271,Revista Brasileira de Educação em Geografia,Revista Brasileira de Educacao em Geografia,2236-3904,,
392274,Journal of Sustainability Science and Management,"Penerbit UMT, Universiti Malaysia Terengganu",2672-7226,1823-8556,
392303,Society Document Communication,Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University (Scientific Journals Publishing House),2524-1060,2518-7600,
392325,Dinasti International Journal of Economics Finance & Accounting,Yayasan Dharma Indonesia Tercinta (Dinasti),2721-303X,2721-3021,
392528,Buletin Kebun Raya,National Research and Innovation Agency,2460-1519,0125-961X,
